iteration,best_qor
0,1.2208244194338511
1,1.2173849930802771
2,1.1421397022968969
3,1.1421397022968969
4,1.1153832060724442
5,1.1153832060724442
6,1.1153832060724442
7,1.1153832060724442
8,1.1153832060724442
9,1.1153832060724442
10,1.1153832060724442
11,1.1153832060724442
12,1.1153832060724442
13,1.1153832060724442
14,1.1153832060724442
15,1.1153832060724442
16,1.1153832060724442
17,1.1153832060724442
18,1.1153832060724442
19,1.1153832060724442
20,1.1153832060724442
21,1.0597167846260953
22,1.0597167846260953
23,1.0597167846260953
24,1.0597167846260953
25,1.0597167846260953
26,1.0597167846260953
27,1.0597167846260953
28,1.0597167846260953
29,1.0597167846260953
30,1.0597167846260953
31,1.0597167846260953
32,1.0597167846260953
33,1.0597167846260953
34,1.0597167846260953
35,1.0597167846260953
36,1.0597167846260953
37,1.0597167846260953
38,1.0597167846260953
39,1.0597167846260953
40,1.0597167846260953
41,1.0520719707539539
42,1.0520719707539539
43,1.0520719707539539
44,1.0520719707539539
45,1.0520719707539539
46,1.0520719707539539
47,1.0520719707539539
48,1.0520719707539539
49,1.0520719707539539
50,1.0520719707539539
51,1.0520719707539539
52,1.0520719707539539
53,1.0520719707539539
54,1.0520719707539539
55,1.0520719707539539
56,1.0520719707539539
57,1.0520719707539539
58,1.0520719707539539
59,1.0520719707539539
60,1.0520719707539539
61,1.0310119143250946
62,1.0310119143250946
63,1.0310119143250946
64,1.0310119143250946
65,1.0310119143250946
66,1.0310119143250946
67,1.0310119143250946
68,1.0310119143250946
69,1.0310119143250946
70,1.0310119143250946
71,1.0310119143250946
72,1.0310119143250946
73,1.0310119143250946
74,1.0310119143250946
75,1.0310119143250946
76,1.0310119143250946
77,1.0310119143250946
78,1.0310119143250946
79,1.0310119143250946
80,1.0310119143250946
81,1.0189200158970413
82,1.0189200158970413
83,1.0189200158970413
84,1.0189200158970413
85,1.0189200158970413
86,1.0189200158970413
87,1.0189200158970413
88,1.0189200158970413
89,1.0189200158970413
90,1.0189200158970413
91,1.0189200158970413
92,1.0189200158970413
93,1.0189200158970413
94,1.0189200158970413
95,1.0189200158970413
96,1.0189200158970413
97,1.0189200158970413
98,1.0189200158970413
99,1.0189200158970413
