iteration,best_qor
0,1.9346294265196045
1,1.9346294265196045
2,1.9346294265196045
3,1.9296730117052012
4,1.9296730117052012
5,1.8599390297683105
6,1.8599390297683105
7,1.8599390297683105
8,1.8599390297683105
9,1.8599390297683105
10,1.8599390297683105
11,1.8599390297683105
12,1.8599390297683105
13,1.8451962112917273
14,1.8451962112917273
15,1.8451962112917273
16,1.8451962112917273
17,1.8207364707412217
18,1.8207364707412217
19,1.8207364707412217
20,1.8207364707412217
21,1.8207364707412217
22,1.8207364707412217
23,1.8207364707412217
24,1.8207364707412217
25,1.8207364707412217
26,1.8207364707412217
27,1.8207364707412217
28,1.8207364707412217
29,1.8207364707412217
30,1.8207364707412217
31,1.8207364707412217
32,1.8207364707412217
33,1.8207364707412217
34,1.8207364707412217
35,1.8207364707412217
36,1.8106766991340240
37,1.8106766991340240
38,1.8106766991340240
39,1.8106766991340240
40,1.8106766991340240
41,1.8106766991340240
42,1.8106766991340240
43,1.8106766991340240
44,1.8106766991340240
45,1.8106766991340240
46,1.8106766991340240
47,1.8106766991340240
48,1.8106766991340240
49,1.8106766991340240
50,1.8106766991340240
51,1.8106766991340240
52,1.8106766991340240
53,1.8106766991340240
54,1.8106766991340240
55,1.8106766991340240
56,1.8106766991340240
57,1.8106766991340240
58,1.8106766991340240
59,1.8106766991340240
60,1.8106766991340240
61,1.8106766991340240
62,1.8106766991340240
63,1.8106766991340240
64,1.8106766991340240
65,1.8106766991340240
66,1.8106766991340240
67,1.7908921787833458
68,1.7908921787833458
69,1.7908921787833458
70,1.7908921787833458
71,1.7908921787833458
72,1.7908921787833458
73,1.7908921787833458
74,1.7908921787833458
75,1.7908921787833458
76,1.7908921787833458
77,1.7908921787833458
78,1.7908921787833458
79,1.7908921787833458
80,1.7908921787833458
81,1.7908921787833458
82,1.7908921787833458
83,1.7908921787833458
84,1.7908921787833458
85,1.7908921787833458
86,1.7908921787833458
87,1.7908921787833458
88,1.7908921787833458
89,1.7908921787833458
90,1.7908921787833458
91,1.7908921787833458
92,1.7908921787833458
93,1.7908921787833458
94,1.7908921787833458
95,1.7908921787833458
96,1.7908921787833458
97,1.7908921787833458
98,1.7908921787833458
99,1.7908921787833458
100,1.7908921787833458
