iteration,best_qor
0,1.767338631517736
1,1.767338631517736
2,1.767338631517736
3,1.767338631517736
4,1.767338631517736
5,1.767338631517736
6,1.767338631517736
7,1.7637882018479034
8,1.7637882018479034
9,1.7637882018479034
10,1.7637882018479034
11,1.7637882018479034
12,1.7637882018479034
13,1.7637882018479034
14,1.7465141823350778
15,1.7465141823350778
16,1.7465141823350778
17,1.7465141823350778
18,1.7223492924985462
19,1.7223492924985462
20,1.7223492924985462
21,1.6931608192802223
22,1.6931608192802223
23,1.6931608192802223
24,1.6931608192802223
25,1.6931608192802223
26,1.6931608192802223
27,1.6931608192802223
28,1.6916036699618788
29,1.6916036699618788
30,1.6916036699618788
31,1.6916036699618788
32,1.6916036699618788
33,1.6916036699618788
34,1.6916036699618788
35,1.6916036699618788
36,1.6916036699618788
37,1.6916036699618788
38,1.6916036699618788
39,1.6916036699618788
40,1.6916036699618788
41,1.6695677456871487
42,1.6695677456871487
43,1.6695677456871487
44,1.6695677456871487
45,1.6695677456871487
46,1.6695677456871487
47,1.6695677456871487
48,1.6695677456871487
49,1.6695677456871487
50,1.6695677456871487
51,1.6695677456871487
52,1.6695677456871487
53,1.6695677456871487
54,1.6695677456871487
55,1.6695677456871487
56,1.6695677456871487
57,1.6695677456871487
58,1.6695677456871487
59,1.6695677456871487
60,1.6695677456871487
61,1.6687019448213478
62,1.6687019448213478
63,1.6687019448213478
64,1.6687019448213478
65,1.6687019448213478
66,1.6687019448213478
67,1.6687019448213478
68,1.6687019448213478
69,1.6687019448213478
70,1.6687019448213478
71,1.6687019448213478
72,1.6687019448213478
73,1.6687019448213478
74,1.6687019448213478
75,1.6687019448213478
76,1.6687019448213478
77,1.6687019448213478
78,1.6687019448213478
79,1.6687019448213478
80,1.6687019448213478
81,1.6687019448213478
82,1.6687019448213478
83,1.6687019448213478
84,1.6687019448213478
85,1.6687019448213478
86,1.6687019448213478
87,1.6687019448213478
88,1.6687019448213478
89,1.6687019448213478
90,1.6687019448213478
91,1.6687019448213478
92,1.6687019448213478
93,1.6687019448213478
94,1.6687019448213478
95,1.6687019448213478
96,1.6687019448213478
97,1.6687019448213478
98,1.6687019448213478
99,1.6687019448213478
