iteration,best_qor
0,1.8800579998087767
1,1.8800579998087767
2,1.8800579998087767
3,1.8800579998087767
4,1.8800579998087767
5,1.8800579998087767
6,1.8800579998087767
7,1.8800579998087767
8,1.8800579998087767
9,1.8439881699182390
10,1.8439881699182390
11,1.8439881699182390
12,1.8439881699182390
13,1.8439881699182390
14,1.8439881699182390
15,1.8439881699182390
16,1.8439881699182390
17,1.8439881699182390
18,1.8439881699182390
19,1.8439881699182390
20,1.8439881699182390
21,1.8439881699182390
22,1.8439881699182390
23,1.8439881699182390
24,1.8439881699182390
25,1.8439881699182390
26,1.8439881699182390
27,1.8439881699182390
28,1.8439881699182390
29,1.8439881699182390
30,1.8439881699182390
31,1.8439881699182390
32,1.8439881699182390
33,1.8439881699182390
34,1.8439881699182390
35,1.8439881699182390
36,1.8439881699182390
37,1.8439881699182390
38,1.8439881699182390
39,1.8439881699182390
40,1.8439881699182390
41,1.8439881699182390
42,1.8439881699182390
43,1.8439881699182390
44,1.8439881699182390
45,1.8439881699182390
46,1.8439881699182390
47,1.8439881699182390
48,1.8439881699182390
49,1.8439881699182390
50,1.8439881699182390
51,1.8439881699182390
52,1.8439881699182390
53,1.7652888503957698
54,1.7652888503957698
55,1.7652888503957698
56,1.7652888503957698
57,1.7652888503957698
58,1.7652888503957698
59,1.7652888503957698
60,1.7652888503957698
61,1.7652888503957698
62,1.7652888503957698
63,1.7652888503957698
64,1.7652888503957698
65,1.7652888503957698
66,1.7652888503957698
67,1.7652888503957698
68,1.7652888503957698
69,1.7652888503957698
70,1.7652888503957698
71,1.7652888503957698
72,1.7652888503957698
73,1.7652888503957698
74,1.7652888503957698
75,1.7652888503957698
76,1.7652888503957698
77,1.7652888503957698
78,1.7652888503957698
79,1.7652888503957698
80,1.7652888503957698
81,1.7652888503957698
82,1.7652888503957698
83,1.7652888503957698
84,1.7652888503957698
85,1.7652888503957698
86,1.7027729971065575
87,1.7027729971065575
88,1.7027729971065575
89,1.7027729971065575
90,1.7027729971065575
91,1.7027729971065575
92,1.7027729971065575
93,1.7027729971065575
94,1.7027729971065575
95,1.7027729971065575
96,1.7027729971065575
97,1.7027729971065575
98,1.7027729971065575
99,1.7027729971065575
100,1.7027729971065575
